Facility_Name,Product,Tags,Volume,Retail_Price,Cost_Price,In_Stock,Availability,Earliest_Expiry,Total_Cost,Sales_Value
Maisha Meds Pharmacy Test,Human Albumin 20%W,-,-,10546.9,7930,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Tourniquet ,-,-,97.5,75,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Proximal Locking Self Tapping Cannulated Screws For Pfn Nail Diameter6.5Mm, Stainless Steel, Length 100Mm ,-,-,2418,1860,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 11,-,-,2194.5,1650,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,1755,1350,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 300MG / 1L,-,-,7075.6,5320,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE M,-,-,2527,1900,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 6.5mm/45mm,-,-,604.5,465,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Biflexy Bag 750gms (Flexya machine) 750gm,-,-,988,760,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Femipill 0.03MG / 0.15MG,-,-,39.9,30,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Proximal Locking Self Tapping Cannulated Screws For Pfn Nail Diameter6.5Mm, Stainless Steel, Length105Mm ,-,-,2626,2020,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,4.0 mm Cancellous Bone Screw/Fully threaded length 28mm,St.steel ,-,-,481,370,13,Adequate Stocks,,4810,6253
Maisha Meds Pharmacy Test,Generic ,-,-,3657.5,2750,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Vancocin 500MG,-,-,650,500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,232.75,175,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,DHS/DCS Lag screws 12.5mm St. steel, length 90mm ,-,-,1950,1500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Zerodol 100MG,-,-,100,7.69,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Atorlip 40MG,-,-,320,200,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,4748.1,3570,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic Disposable 16G,-,-,154.28,116,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Dialyzer Surface area 1.9m2 (Nipro) 1.9m2,-,-,1820,1400,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Prostatectomy Set With Green Towels (Drapes) ,-,-,186200,140000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Feeding Tube Size 18 FG,-,-,35.91,27,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 10,-,-,23.94,18,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,2394,1800,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 6.5mm/40mm,-,-,604.5,465,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,T- Buttress Plate 4.5 4 holes, length 81mm St. steel L eft 81mm,-,-,3391.5,2550,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,332.5,250,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Platol 50MG,-,-,637,490,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Snake Venom Antiserum I.V Injection 10ml vial.  Covering 18 snake species:  Echis pyramidum Echis ocellatus, Echis leucogaster, Bitis orietans, Bitis nasicornis, Bitis gabonica, Bitis rhinoceros, Dendroaspis polylepis, Dendroaspis viridis, Dendroaspis angusticeps, Dendroaspis jamesoni, Naja nigricollis, Naja melanoleuca, Naja haje, Naja pallida, Naja nubiae, Naja katiensis, Naja senegalensis ,-,-,7624.5,5865,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Tube to Tube Connectors ,-,-,3185,2450,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Remus 0.1%W/W,-,-,2210,1700,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4.5mm/14mm,-,-,352.45,265,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Transpore tape 2.5cm x 9.14M  (3M) 2.5cm x 9.14M,-,-,156,120,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 10%W,-,-,83.79,63,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Feeding Tube Size 4 FG,-,-,26,20,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 10MG,-,-,883.12,664,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,DHS/DCS Lag screws 12.5mm St. steel, length 105mm ,-,-,2145,1650,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 10CM * 4.5M,-,-,159.6,120,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Prazitel 600MG,-,-,1824.76,1372,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,3657.5,2750,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,399,300,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Neostigmine 2.5MG/1ML,-,-,42.9,33,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Diflucan 2MG/1ML,-,-,199.5,150,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Depo-Provera 150MG,-,-,26.6,20,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Zentel 200MG/5ML,-,-,10,3.04,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Interlocking I. M femur nail stainless steel, length 36cm,diameter 10mm ,-,-,8255,6350,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,21878.5,16450,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Amitriptyline 25MG,-,-,120,87,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Lignocaine 20MG/1ML,-,-,53.2,40,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Human Albumin 30%W,-,-,820.3,631,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 20MG,-,-,431.6,332,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4.0/20mm,-,-,438.9,330,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Synthecon 1/2 Circle, 75Cm 31MM / NO.2,-,-,4030,3100,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic Strips ,-,-,23140,17800,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 10%,-,-,88,57,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,186200,140000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Revlimid 5MG,-,-,40950,31500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,DHS/DCS Lag screws 12.5mm St. steel, length 105mm ,-,-,2145,1650,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 10%,-,-,88,57,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic CH 14,-,-,16.62,12.5,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 6.5mm/40mm,-,-,604.5,465,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Lignocaine 20MG/1ML,-,-,53.2,40,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Human Albumin 30%W,-,-,820.3,631,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Warfarin 5MG,-,-,526.68,396,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4.5mm/38mm,-,-,360.1,277,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Bi-carbonate powder (750g) Cartridge 750g,-,-,578.5,445,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Synthecon 1/2 Circle, 90Cm 45MM / NO.1,-,-,1118,860,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Griso 125MG,-,-,279.3,210,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,741,570,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 2.5,-,-,208,160,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,520,400,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Bactoclav 250MG / 125MG,-,-,450,346.15,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4.5mm/54mm,-,-,412.1,317,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,26600,20000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,106.4,80,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Optimal 5%/0.8% W/V,-,-,1.3,1,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Acrylic Teeth Upper Anterior Set Of 6 ,-,-,319.2,240,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Norpill 30MCG,-,-,66.5,50,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Durogesic 50MCG,-,-,2080,1600,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Zofra 2MG/1ML,-,-,58.5,45,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Locking Screws For Pnf/Reconstruction Nail Diametre 7.0+/- 1.4Mm Length 70Mm Stainless Steel ,-,-,1053,810,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,1300,1120,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 7CM * 8.5CM,-,-,106.4,80,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 5.9mm/95mm,-,-,1536.15,1155,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE M,-,-,1795.5,1350,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,3990,3000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Tranamic 500MG,-,-,704.9,530,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE XL,-,-,465.5,350,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Tiova 18MCG/1D,-,-,7460.7,5739,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Atropine 0.6MG,-,-,23.94,18,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Disp Syringes ,-,-,689,530,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Gacet 125MG,-,-,130,100,0,Out of Stock,Sun Oct 01 2023 03:00:00 GMT+0300 (East Africa Time),0,0
Maisha Meds Pharmacy Test,Benacoff 7MG/5ML / 28.5MG/5ML,-,100ML,150,115.38,0,Out of Stock,Tue Aug 01 2023 03:00:00 GMT+0300 (East Africa Time),0,0
Maisha Meds Pharmacy Test,Proximal Locking Self Tapping Cannulated Screws For Pfn Nail Diameter6.5Mm, Stainless Steel, Length70Mm 70mm,-,-,2174.55,1635,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Locking screws for I.M Femur nail diameter4.9mm, stainless steel, length 35mm ,-,-,611,470,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Darts Board With 1 Set Of Darts Arrows 1,-,-,3419,2630,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Lamictal 25MG,-,-,3458,2600,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Formalin 40%,-,-,858,660,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic Disposable 16G,-,-,154.28,116,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 5.9mm/85mm,-,-,1400,1155,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,K-Wire dia 2.2mm length 280 + 20mm trocar tip St. steel ,-,-,240.5,185,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Stock Control Cards ,-,-,12,9.23,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,T- Buttress Plate 4.5 4 holes, length 81mm St. steel Right 81mm,-,-,3391.5,2550,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 20MG/5ML,-,-,707.56,532,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Mission Plus ,-,-,84500,65000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Dangyl 200MG,-,-,647.71,487,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 40MG/ 1ML,-,-,231.42,174,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 25MG,-,-,333.83,251,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,10790,8300,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,12635,9500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 6.5mm/20mm,-,-,455,350,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Suxamethonium Chloride Injection ,-,-,71.5,55,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Optimal 5%/0.8% W/V,-,-,1.3,1,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 6.5mm/25mm,-,-,604.5,465,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Levostar 1 MG/5 ML,-,100ML,250,192.31,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 3.5mm/22mm,-,-,266,200,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic Ordinary ,-,-,260.68,196,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,1263.5,950,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Lydia T CU380A,-,-,39.9,30,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Proximal Femoral Instruments Set ,-,-,292600,220000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,73.15,55,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 8,-,-,2327.5,1750,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Hemodialysis Blood Lines With Drainage Bag Percutor Arterial And Venous Line With A Filter, Transducer, Infusion Set and Recirculator ,-,-,650,500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Synthecon 1/2 Circle, 75Cm 31MM / NO.2,-,-,4030,3100,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,DHS/DCS basic instrument set ,-,-,169000,130000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,27770.4,20880,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4.0mm/35mm,-,-,492.1,370,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 3/8 Circle, 75Cm 16MM / NO.4,-,-,3705,2850,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4.5mm/40mm,-,-,360.1,277,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic G25,-,-,78,60,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,DHS/DCS Lag screws 12.5mm St. steel, length 105mm ,-,-,2145,1650,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Soluset ,-,-,108,83.08,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic G25,-,-,78,60,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Frusemide 40MG,-,-,101.08,76,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Proximal Locking Self Tapping Cannulated Screws For Pfn Nail Diameter6.5Mm, Stainless Steel, Length 100Mm ,-,-,2418,1860,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 1/2 Circle, 75Cm 40MM / NO.1,-,-,2704,2080,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Gen-Genesia 500MG,-,-,312,240,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Carbetocin Injection 100mcg/ml 100mcg/ml,-,-,3510,2700,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Orofer 550MCG / 100MG,-,-,125,96.15,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Foralin 200MCG/1D / 6MCG/1D,-,-,1867.32,1404,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,HASS KG/s,-,-,75,50,60,Adequate Stocks,,3000,4500
Maisha Meds Pharmacy Test,Schanz screws dia 2.0mm length 100mm ,-,-,520,400,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,1625,1250,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Duo Cotecxin 40MG / 320MG,-,-,70,38.46,10,Adequate Stocks,Mon Aug 01 2022 03:00:00 GMT+0300 (East Africa Time),384.6,700
Maisha Meds Pharmacy Test,Digomet 250MG,-,-,3524.5,2650,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Rydgona-72 0.75MG,-,-,39.9,30,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Epanutin 50MG,-,-,188.5,145,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,62.51,47,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,15.6,12,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic Medium,-,-,1365,1050,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Amino Acids Solution With Electrolytes Injection Solution for Infusion, 10% Amino Acids with Electrolytes 10%,-,-,2470,1900,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Procarbazine Capsule 50mg (HCL) 50MG,-,-,6727.5,5175,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Lateral Tibial head Buttress plates 4.5 for LEFT leg. St. steel 5  holes  length 117mm ,-,-,5120.5,3850,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 3.5mm/26mm,-,-,266,200,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Ketamax 50MG/1ML,-,-,158.6,122,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,4847.85,3645,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Proximal Locking Self Tapping Cannulated Screws For Pfn Nail Diameter6.5Mm, Stainless Steel, Length 65Mm 65mm,-,-,2174.55,1635,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Muac Tape (Paediatric) 1,-,-,100.1,77,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,4550,3500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Zupricin 0.05%W / 2%W/W,-,15GM,600,499,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Crutches Elbow Standard Adjustable 69Cm-99Cm 1,-,-,1287,990,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,111055,83500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Synthecon 3/8 Circle, 75Cm 26MM / NO.3,-,-,2704,2080,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 7.5,-,-,7020,5400,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Citabol 200MG/10ML,-,-,769.6,592,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Proximal Locking Screws For Pnf/Reconstruction Nail Diametr 70+/- 1.4Mm Stainless Steel, Length 60Mm 60mm,-,-,1077.3,810,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Stethoscope ,-,-,8645,6500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Interlocking I. M femur nail stainless steel, length 38cm,diameter 10mm ,-,-,8255,6350,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Vent ,-,10ml,120,92.31,0,Out of Stock,Fri Dec 01 2023 03:00:00 GMT+0300 (East Africa Time),0,0
Maisha Meds Pharmacy Test,Dextrose 5%W,-,-,79.8,60,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 6.5mm/80mm,-,-,630.5,485,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 6.5mm/55mm,-,-,520,400,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 7.3mm/95mm,-,-,1995,1500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Etonogesrel Implant 68Mg With Preloaded Trocar 68Mg,-,-,39.9,30,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Genric ,-,-,42560,32000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 15MG,-,-,1950,1500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,K-Wire dia 2.5mm length 150 + 10mm trocar tip St. steel ,-,-,240.5,185,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic Brown Black,-,-,3640,2800,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,123.5,95,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Vincristine Injection powder for reconstitution, 1mg (Sulfate) or solution for injection 1mg,-,-,396.5,305,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Dialyzer High Flux Surface Area 1.9m2 (Bellco) 1.9m2,-,-,2080,1600,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4.0mm/60mm,-,-,492.1,370,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Locking Screws For Pnf/Reconstruction Nail Diametre 7.0+/- 1.4Mm Length 95Mm Stainless Steel ,-,-,1196,920,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic Oral Use Roll,-,-,130,100,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Insulin 100IU,-,-,345,300,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,K-Wire dia 1.5mm length 280 + 20mm trocar tip St. steel ,-,-,240.5,185,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Optimal 5%/0.8% W/V,-,-,1.3,1,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 2000IU/ 0.5ML,-,-,605.15,455,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Delivery Set With Green Towels (Drapes) ,-,-,13300,10000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,K-Wire dia 1.5mm length 280 + 20mm trocar tip St. steel ,-,-,240.5,185,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Lateral Tibial head Buttress plates 4.5 for right leg. St. steel 11 holes  length 213mm ,-,-,6184.5,4650,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Polygeline Iv Infusion 3.5%,-,-,1495,1150,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,1200,1.4,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 200MCG/ML,-,-,1263.5,950,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 200MG,-,-,1117.2,840,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,111.72,84,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Zoladex Depo 3.6MG,-,-,11072.1,8517,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Clexane 40MG,-,-,931,700,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Mission Plus ,-,-,84500,65000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,T- Buttress Plate 4.5 4 holes, length 81mm St. steel L eft 81mm,-,-,3391.5,2550,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,K- Wire dia 2.5mm length 280 + 20mm,trocar tip St. steel ,-,-,240.5,185,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Potassium Chloride 150MG/1ML,-,-,104,80,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Ziagen 300MG,price,-,5,10,2,Adequate Stocks,,20,10
Maisha Meds Pharmacy Test,Locking Screws For Pnf/Reconstruction Nail Diametre 7.0+/- 1.4Mm Length 70Mm Stainless Steel ,-,-,1053,810,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4.0mm/50mm,-,-,492.1,370,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Haloperidol 50MG/1ML,-,-,434.2,334,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Rydgona-72 0.75MG,-,-,39.9,30,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Slow Sodium ,-,10ml,100,76.92,0,Out of Stock,Mon May 01 2023 03:00:00 GMT+0300 (East Africa Time),0,0
Maisha Meds Pharmacy Test,Medopress 250MG,-,-,731.5,550,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Oscillating Saw ,-,-,136500,105000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic Ordinary ,-,-,864.5,650,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Disp Syringes ,-,-,1235,950,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Cataflam 0.5MG,-,15ML,8,6.02,8,Adequate Stocks,,48.16,64
Maisha Meds Pharmacy Test,Generic ,-,-,484.9,373,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 14,-,-,45.22,34,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Benacoff 4MG/5ML / 100MG/5ML / 1.1MG/5ML,-,100ML,150,115.38,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4.5mm/14mm,-,-,352.45,265,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 5.mm/115mm,-,-,1742.3,1310,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Lizolid 600MG,-,-,2380.7,1790,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,106.4,80,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Laborex Kenya 30MG/1ML,-,-,226.1,170,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4.5mm/16mm,-,-,352.45,265,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Implant Insertion Set With Green Towels (Drapes) ,-,-,14098,10600,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Implant Removal Set with Green Towels (Drapes) ,-,-,11637.5,8750,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Phenytoin 100MG,-,-,227.5,175,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4.0mm/45mm,-,-,500,345,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,5586,4200,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Adult Reusable Temperature Probe (Skin Surface) 1,-,-,17550,13500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 5.5,-,-,60,46.15,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Chaleate 2MG/1ML,-,-,23.94,18,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Locking screws for I.M Femur nail diameter4.9mm, stainless steel, length 60mm ,-,-,650,500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,731.5,550,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Synthecon 1/2 Circle, 75Cm 22MM / NO.3,-,-,2210,1700,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,General ,-,-,203004.55,152635,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Triplixam 10MG / 1.25MG / 5MG,-,-,0,0,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 70%W,-,-,1105,850,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Synthecon 1/2 Circle, 45Cm 17MM / NO.6,-,-,2704,2080,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Laparatomy Sets With Green Towels (Drapes) ,-,-,162260,122000,0,Out of Stock,,0,0
